review,tokens,food,service,ambience,price
"Prices sure went up, covid requirements. Not looking forward to eat there again.. do to separation based on a card... not equal when separate","prices,requirements,separation,card",0,0,0,1
"Rude, food is good and order was wrong.  Then they check our ticket to see if we were telling the truth. I know it's covid time but asking for vaccination record and not verifying with ID. Only asked some for ID. And for the yuppies who ","food,order,ticket,truth,time,vaccination,record,yuppies",1,0,0,0
"The best tacos in Northern California!  I've been eating here for years and the food is always consistently incredible. It's impossible to understate how good this place is, you owe it to yourself to try it at least once.","tacos,years,food,place",1,0,1,0
Been here once before and the food was unbeatable both times. Please be aware that this is a cash only establishment,"food,times,cash,establishment",1,0,0,0
Definitely wasnt bad but definitely wasnt the best burrito in America. I ordered a burrito with carnitas and it was average and nothing more. There was very little flavor in it and the carnitas were hard in some parts.There was absolutely nothing special about this place other than the line out the door.,"burrito,carnitas,flavor,parts,place,line,door",0,0,1,0
"I have never ate Mexican food so bland. The cabeza tasted like cardboard, the food had no flavor, The soda was watered down.  worst part was the service. Definitely would never eat here again.","food,cabeza,cardboard,flavor,soda,service",1,1,0,0
"Unfortunately, I was disappointed as I had high expectations of this place being the place with the ""best burrito in the country"". It started out promising as there was a line to order from outside. Moving onto the food.... the guac/salsa ","expectations,place,burrito,country,line,food,salsa",1,0,1,0
"Great food, Covid safe, and beautiful mural art. The only suggestion I have is to season the guacamole on the chips, salsa and guac order. At least some salt and lime juice would make it so much better","food,art,suggestion,guacamole,chips,salsa,order,salt,lime,juice",1,0,0,0
"OMG, this is the most authentic and tasty taco places I have ever visited so far! Highly recommended , great vibe and traditional Mexican restaurant.","places,vibe,restaurant",0,1,1,0
Changed my life worth the wait,"life,wait",0,1,0,0
"This place claims the Best Tacos and Burritos in the ""World""..Biggest Lie ever! My burrito was soggy and small for $12. Highly disappointed being a Foodie. This place isn't even the Best in SF, let alone ""Best in the world"" smh","place,lie,burrito,world,smh",0,0,1,0
"Food was delicious  worth the money, those tacos were full of delicious ingredients. Fast service, freshly prepared food. My kids love it too.","food,money,tacos,ingredients,service,kids",1,1,0,1
"Paid $17 for a super burrito w/ steak and large soda. Burrito was just ok, steak was tender but lacked flavor. Wouldve appreciated a larger portion given the price. Plenty of other options in the mission, not sure why this place is so highly regarded.","w/,steak,soda,flavor,portion,price,plenty,options,mission,place",1,0,1,1
"Service, food, ambience  all 10/10 Mexican restaurant!Ordering was super easy; you can either scan the qr code menu or look at the ","food,ambience,restaurant!ordering,qr,code,menu",1,0,1,0
"Beef tacos and super vegetarian tacos. If a girl eats two, Im full. I love beef more. If you need it, you can ask the waiter to add more sauces. If you come to San Francisco next time, I will try again.","beef,tacos,girl,waiter,sauces,time",1,1,0,0
It was great. Food is delicious,food,1,0,0,0
Just simply the best. I love their dorado style burrito with beef! I tried almost everything here and everything was good so you won't disappointed. Highly recommended :),"dorado,style,burrito,beef",1,0,0,0
Best Mexican food store in SF. I ordered a quesadilla here and it was AMAZING!,"food,store,quesadilla",1,0,0,0
Good place I recommend it,place,0,0,1,0
"Great tacos, place needs to improve cleanliness.","tacos,place,cleanliness",0,0,1,0
"Its the no. 1 taqueria in San Francisco for a reason, and one that can afford to give their entire team off for 2 weeks over Christmas and New Years despite their low prices (compared to other places nearby). ",".,taqueria,reason,team,weeks,prices,places",0,0,1,1
Great place to eat when you're in the San Francisco area!,"place,area",0,0,1,0
Very rich roast beef burrito,"roast,beef",1,0,0,0
Staple of San Diego! Must go if you love tacos. I even had an accident and made a mess and the staff was so accommodating. They replaced my food and drink. I was super appreciative! Please visit! Tacos were the freaking bomb!,"staple,tacos,accident,mess,staff,food,drink,bomb",1,1,0,0
When the tortillas are fire you know you're at the right place,"tortillas,fire,place",0,0,1,0
"Their reputation is well earned, the food and aguas frescas are good! Ordering ahead by phone is a good idea because there's almost always a line. Make sure to bring cash, there are ATMs nearby!","reputation,food,frescas,phone,idea,line,cash,atms",1,0,0,0
San Francisco favorite burritoI like it so much I ate 3 times in totalMust order beef supper burrito ,"times,order,beef,supper,burrito",1,0,0,0
Damn Good food & love the Mariachi band ,"food,band",1,0,0,0
"It is one of the best taquerias in the city, good savor. The best service quality cervice good place to eat delicious ","taquerias,city,savor,service,quality,cervice,place",0,1,1,0
Best burrito in Sf. Wont leave you bloated. It'll leave you wanting for more though.  Fast service,"burrito,service",0,1,0,0
"Without a doubt the worst so called ""taqueria"" we have been to. Since many people recommended this place we knew we had to try it out. Oh lord! If bland is your flavor, its probably right for you. If unseasoned meat is your flavor, its ","doubt,people,place,flavor,meat",0,0,1,0
Honestly this place is over rate it tacos and burritos are regular!!!,"place,rate,burritos",0,0,1,0
Well Delicious food like always and always have great service,"food,service",1,1,0,0
There could be better customer service when it comes to receiving at the door and the carnitas are dry ,"customer,service,door,carnitas",0,1,0,0
Very yummy! Definitely a good price! The line goes quick and food is definitely worth it,"price,line,food",1,0,0,1
looks like they recently raised their prices. quality of the burritos is still great,"prices,quality,burritos",0,0,0,1
"Really good, 1st time. Guy at cashier register when picking up online order shouldn't have his job so much and when a customer says thank you numerous times he might have at least replied back with at least 1 you're welcome but would still go back cause of the great food","time,guy,cashier,order,job,customer,times,cause,food",1,0,0,0
Great food but is now very expensive,food,1,0,0,1
Fast and efficient ordering and food preparation. I got 2 carnitas tacos with all the toppings and they were delicious! Easy access via public transit.,"ordering,food,preparation,tacos,toppings,access,transit",1,0,0,0
Good spot. Busy but great food. The carne asada is amazing!!,"spot,food",1,0,1,0
Cool place. Loved the veggie burrito and it was easy to make it vegan. My buddy from FL thinks the tacos are the best he has ever had. Definitely check this spot out.,"place,veggie,buddy,tacos,spot",0,0,1,0
"Tasty food, quick service.","food,service",1,1,0,0
"This is the worst experience I had and the food is all hype. Its plain, no seasoning and didn't like it. They make it sound good but its all hype. The special taco is a hard shell taco with a regular plain tortilla wrapped around. That is not great or anything in my book.","experience,food,hype,plain,seasoning,taco,shell,tortilla,book",1,0,1,0
"After hearing so many great things about La Taqueria, we had to try it ourselves. The experience did not disappoint! The crispy burrito supreme was so delicious! Everything was so fresh and made to order.","things,experience,burrito",0,0,1,0
"First came here in 1978 and it is as good now as it was then. Best burrito and tacos I have ever had. Period! The Salsa Verde has no peer and the Aguas Frescas rounds out the perfection of this establishment. The prices are the highest I have ever paid, but I keep coming back, so that should tell you something.","burrito,tacos,period,peer,perfection,establishment,prices",0,0,0,1
Good service and very good food,"service,food",1,1,0,0
"La Taqueria, is consistently the best burrito in San Francisco and the Bay Area. Spoken from a Real Mexican, I have eaten at least at 20 other places in San Francisco and across the Bay in Oakland and several other cities and I come here ","burrito,places,cities",0,0,1,0
"Best Mexican food in SF ,had 2 super carnitas tacos and coke","food,super,tacos,coke",1,0,0,0
This is a landmark Taqueria in San Francisco what's so amazing about this place and makes it very unique is that they don't serve right which makes sense because the tortilla is a carb already so if you're trying to be health conscious ,"landmark,place,sense,tortilla,carb,health",0,0,1,0
Best tacos I have had in northern California thus far !!! Definitely worth the wait,"tacos,wait",0,1,0,0
I lived in the Mission many years ago and this place had the juiciest and tastiest burritos but nowits just not the way it used to be.  Still good but it could be better.,"years,place,nowits,way",0,0,1,0
The food here was pretty decent as far as Mexican food goes in the city. They were kind of shy on the meat inside of the burritos but other than that it was really tasty.,"food,city,meat,burritos",1,0,0,0
"Best burrito Ive ever hadIve been coming to this place for years, a classic SF stop. Flavorful salsas ","burrito,place,years,salsas",0,0,1,0
The Super Tacos are Super! The line moves quick thanks to competent staff.,"line,thanks,staff",0,1,0,0
Foods is the bomb!!! ,"foods,bomb",1,0,0,0
Why so high?  Juicy tender meats.  Authentic guacamole not the watered down version.  Savory hot sauce.   All around quality.  Yummy Aguas too!,"tender,meats,guacamole,version,sauce,quality",1,0,0,0
Parking is a nightmare and I wouldn't recommend parking too far away as their as we saw a few people openly walking around smoking crack. Food is DELICIOUS and pricing is fair for the amount of food you get. I will most certainly come back. ,"parking,nightmare,people,crack,food,pricing",1,0,0,0
One of my favorite place for my burrito I recommend it very tasty ,"place,burrito",0,0,1,0
Carnitas super burrito is where it's at. The carne asada is excellent too! Ask for Serrano peppers on the side if you like spice!,"burrito,peppers,spice",1,0,0,0
The food is good to eat in but not for take-out. The lady at cashier is always rude and always have an attitude ,"food,lady,cashier,attitude",1,0,0,0
This place is famous.. probably the most authentinc tacos/burritos i have EVER had..,"place,burritos",0,0,1,0
The food was decent but was shocked they didn't serve rice and beans. Its all i can get my toddler to eat. I was rushed into paying but nobody was available to actually let me pay. I wanted to go to a store and come back. I had to ask to ,"food,rice,beans,toddler,store",1,0,0,0
This is hands down the best place for Tacos in California. When we visit it's our go to place!,"hands,place",0,0,1,0
"Way overhyped, I dont understand why anyone would recommend this place or how it gained its classic status.At almost $4.50 for a regular, unspectacular taco, Im almost insulted. Now ","way,place,status",0,0,1,0
A bit overpriced but the food has good flavor. Service is good. Wait time was low. I basically come every time Im in the city.,"bit,food,flavor,service,time,city",1,1,0,0
Best food best taco dorados that you can would definitely come back I strongly recommended,"food,dorados",1,0,0,0
One place safety and divertido,"place,safety,divertido",0,0,1,0
Best Mexican food Ive ever had. Ordering is a little bit complicated but otherwise food is prepared very fast. Id recommend their carne asada. Melts in your mouth. Their tacos are big and their quesadillas bigger. I cant wait to be back!,"food,ordering,bit,melts,mouth,tacos,quesadillas",1,0,0,0
"0 stars. Over hyped. Not my style of tacos. The wait time was way too long. I ha an estimated time of 15 minutes, actually waited for about 40 minutes for soggy mediocre tacos. I would have left but my gf really wanted the food here. They ","stars,style,tacos,wait,time,minutes,gf,food",1,1,0,0
"I would give 5 stars if the prices were a little lower, and you got chips. You should definitely get complimentary chips with these prices. I don't love the beans. I got 2 carnitas tacos one regular and one without beans. I LOVED the one ","stars,prices,chips,beans,tacos",0,0,0,1
The Veggie Burrito Super is $5.80 but well worth it. They are super fast but super busy. The lady at the front ordering is super friendly and tolerant of all ordering questions. There is no sit down and the area around it is a little rough. The best food is always found in these sort of areas. ,"lady,ordering,questions,sit,area,food,sort,areas",1,0,0,0
Any burrito here you have to get El Dorado style to get that crispy outer layer. Personal favorite order is the beef tongue super burrito el dorado style along with a pineapple agua fresca. This place is super delicious!,"burrito,style,layer,order,beef,tongue,pineapple,place",1,0,1,0
Been going her since I was a kid and the flavors have not change. I like the simplicity and freshness of the food.,"kid,flavors,simplicity,freshness,food",1,0,0,0
There are no better place to eat Tacos than this all time greatest taqueria in the Bay Area. Ive come to this place since I was a little boy and the great tacos have not change. The price and the wait are worth it.,"place,time,boy,tacos,price,wait",0,1,1,1
Very expensive and overrated. I had the carne asada tacos. Carne asada had decent flavor but was dry. Tortilla was bland like something you would buy at a grocery store. I was expecting handmade tortillas for the price. Theres also a $1 ,"flavor,grocery,store,tortillas,price",0,0,0,1
"My favorite tacos Dorado place...  what better than a soft and crispy shell together stuffed with carnitas, sourcream, etc.","tacos,place,shell,carnitas,sourcream",0,0,1,0
"Great food, great and fast service! Actually authentic fast street Mexican food! One of the best places for an excellent taco or burrito.","food,service,street,places",1,1,1,0
Best burrito Ive ever had.. carne asada. Dont forget the real fruit juice drinks. I love the strawberry ,"burrito,fruit,juice,drinks",1,0,0,0
Pretty pricy but I would say this place is worth your buck. They have your classic meats to choose from and the super tacos are delicious,"pricy,place,buck,meats,tacos",0,0,1,0
Whenever Im in the neighborhood I have take the asada burritos and agua de fresa  home!!!! Bomb food....best taqueria in SF,"neighborhood,home,bomb,food",1,0,0,0
One of our authentic mission spots,"mission,spots",0,0,1,0
Amazing I have been going for 13 years and I love there food,"years,food",1,0,0,0
The best burritos in the world? Quite possibly.A friend from SF recommended this spot. Got there a bit after opening time and ,"burritos,world,friend,spot,bit,time",0,0,1,0
Best mexican food ever!,food,1,0,0,0
"A bit pricy for super carne asada but its all beef no rice and beans cushion and v tasty meat.. worth it once in a while  do get it dorado style too, so much better!","bit,pricy,beef,rice,beans,cushion,meat,style",1,0,0,0
This place never disappoints. It's our go to spot for work lunch.,"place,disappoints,work,lunch",1,0,1,0
"Good food,  small portions, Expensive,   next time I come i will bring more cash,","food,portions,time,cash",1,0,0,0
Carne asada burrito was great and the service was quick and friendly,"burrito,service",0,1,0,0
"The asada burrito was Amazing! Love the steak, the flavors mmm!","burrito,steak,flavors",1,0,0,0
"One star, because the hype sets it up for failure. Ill elaborate. The proteins are lacking in flavor, the chicken taco my som recieved was a boiled type, and despite the disclaimer from the staff while ordering (stating there wasn't a ","star,hype,failure,elaborate,proteins,flavor,chicken,som,type,disclaimer,staff",0,1,0,0
The food is good,food,1,0,0,0
It's been my favorite burrito place for almost 3 decades.  Half carnitas/ half lengua Dorado style. No rice.  Just lots of deliciousness wrapped in a tortilla,"burrito,place,decades,half,style,rice,lots,deliciousness,tortilla",0,0,1,0
"Hi everyone. I came here today because they say it's a popular place to eat here.Well on my end the burrito was ok. From 1 thru 10, I  give it a 7. Everyone has different taste buds. I was expecting more. Yes it's pricey and the size of the ","today,place,end,burrito,taste,buds,size",0,0,1,0
Great Mexican food on the mission,"food,mission",1,0,0,0
Amazing beef cheek super burrito...must try,"beef,cheek",1,0,0,0
I am happy that this place is observing a proper sanitation. I like the ambience and the service! Food and prices are worthy too!,"place,sanitation,ambience,service,food,prices",1,1,1,1
Don't get the hot roast beef with mashed potatoes and (turkey?) gravy......flavorless and bland. Get pastrami  instead,"roast,beef,potatoes,gravy,flavorless,bland,pastrami",1,0,0,0
Good food.,food,1,0,0,0
Really good deli food but filthy neighborhood.,"deli,food,neighborhood",1,0,0,0
Hadn't been there in quite a few years and the food was just as good or better to say the least. Just Emm Emm good.,"years,food,good",1,0,0,0
Great place  great pastrami sandwich s,"place,pastrami,sandwich",0,0,1,0
The best pastrami. Langer's lunch and a Dodger game. Delicious.,"pastrami,lunch,game",1,0,0,0
"Excellent white fish sandwich, housemade corned beef hash, and pastrami with nippy cheese. Really tasty and generous portions. The place is really a treasure. Surviving in the hurly burly of Macarthur park.","fish,sandwich,beef,hash,pastrami,cheese,portions,place,treasure,burly,park",1,0,1,0
Seriously?  When is Langers not perfect?  Frank was server...killer!,"langers,server,killer",0,1,0,0
"I've been going here since I was 10 years old. The quality has not changed. Really appreciate the measures they put in place to keep the customers and staff safe during this once in a generation pandemic. My goal to, number 10 on an onion roll add some chili cheese fries with Swiss cheese :-)","years,quality,measures,place,customers,staff,generation,goal,number,onion,roll,cheese,fries",1,1,1,0
Great food we will be going back!,food,1,0,0,0
I discovered this place on a YouTube video about must eat places in L.A. and they did not disappoint. I ordered the pastrami sandwich with coleslaw and added tomatoes and lettuce! The amount of pastrami to toppings ratio was perfect. It was ,"place,video,places,pastrami,sandwich,tomatoes,lettuce,toppings,ratio",0,0,1,0
Nothing but outstanding service and food.,"service,food",1,1,0,0
Update: I have upgraded the #19 by adding beef tongue. SPEC-TACULAR!!This pastrami sandwich will step up toe-to-toe with any pastrami you have ever ,"update,beef,tongue,pastrami,sandwich,toe",1,0,0,0
"One of my favorite iconic places for dinning in Los Angeles, perfect for lunch. Right out of the gate, today's visit was delicious and next time I'll have #19 Hot Pastrami on crunchy rye, and hot apple pie with a scoop of ice cream,. ","places,lunch,gate,today,visit,time,rye,apple,pie,scoop,ice,cream",1,0,1,0
Outstanding service and meal.,"service,meal",1,1,0,0
You must show proof of covid19 vaccine. I ordered the #19 Russian style pastrami with rye bread. The best sandwich I've had in years.,"proof,covid19,vaccine,style,pastrami,bread,sandwich,years",1,0,0,0
As far as delis go you're not going to find anything that's better than Langer's. It's been around for generations consistently the best deli. The food is always high quality and delicious you know it's good when presidents and congressmen and senators eat their when they're in town.,"delis,generations,food,quality,delicious,presidents,congressmen,senators,town",1,0,0,0
"Food there is very good and very tasty; however, extremely overpriced. $25 per sandwich!!!","food,sandwich",1,0,0,0
Excellent food and service.  Got to meet the owner who politely kicked my group out after we overstayed our welcome!  We had been there hogging a table long after we finished eating. ,"food,service,owner,group,welcome,table",1,1,0,0
"Langers was incredible. My first time here and Ill definitely be returning. Great service thats quick and the best pastrami Ive ever had. The meat is tender, juicy and melts in your mouth. The rye bread is excellent. A little pricey for the food but its well worth it in a cozy diner like atmosphere.","langers,time,service,pastrami,meat,melts,mouth,rye,bread,food,diner,atmosphere",1,1,1,0
"What can I say about Langers. I have been to Katz Deli in New York City, and this one is 10 times better. Enough said !If you want to taste pastrami that melts in your mouth like butter, this is the place to go.","times,pastrami,mouth,butter,place",0,0,1,0
"First from instant I walked in, the personnel approached me with a kind smile and effortlessly accommodate me. The service was delicious, and the service was exceptional. I couldn't have wished for a nicer number of circumstances. Five out of five stars!","instant,personnel,smile,service,number,circumstances,stars",0,1,0,0
I love this place,place,0,0,1,0
Great food,food,1,0,0,0
"Well the staffing was excellent, our server Sheila was the best. She made our visit a wonderful experience. And yes, number 19 was fantastic.","staffing,server,experience,number",0,1,1,0
As usual the #19 was delicious. Our server was great and the pastrami fries were terrific.,"server,pastrami,fries",1,1,0,0
It's delicious! Every meal they prepared was delectable and elegantly delivered. They really go beyond and beyond to ensure that you get an enjoyable dining experience. This place is perfect for family reunions as well as intimate dates for ,"meal,dining,experience,place,family,reunions,dates",1,0,1,0
"Our first visit to Langers was everything I was hoping for. The food was absolutely amazing. At $25 for a sandwich and pickle, Ill admit that I had some sticker shock, but it was worth every cent. And aside from the incredible meal, our ","visit,food,sandwich,pickle,shock,cent,meal",1,0,0,0
"Great sandwiches, great service. Bad location.","sandwiches,service,location",0,1,0,0
#19 sandwich is worth the (for me) 90 minute round trip.Service is amazing: servers who care. Mmmm good!7-10-21: #19s and amazing french friesthe best I've ever eaten.,"sandwich,minute,round,trip,service,servers,good!7,19s,friesthe",1,1,0,0
"Great breakfast and coffee. I had the bacon & eggs plate: 3 eggs, 6 slices of thick bacon, home fries & wheat toast. Hot green salsa available on request - I recommend it! The coffee is flavorful & will wake you up. Real coffee. Great servers too!!","breakfast,coffee,bacon,eggs,slices,home,fries,wheat,toast,salsa,request,servers",1,1,0,0
Pastrami so tenderthis place did not disappoint,"pastrami,place",0,0,1,0
"Sandwiches were awesome. Meat was so tender and full of flavor. $20 a sandwich. Fave dessert was the a la mode pie. Tried the pastrami sandwich, the beef brisket sandwich, matzo ball soup, coffee cake, & apple pie a la mode with brandy sauce.","sandwiches,meat,flavor,dessert,mode,pie,pastrami,soup,coffee,cake,brandy,sauce",1,0,0,0
"Wow!!! Best pastrami I've ever tasted hands down!!! Chili cheese fries were amazing as well!!! Get them raw and grilled onions both, it's da bomb!!! Can't wait to go back!!! A+++++","pastrami,hands,cheese,fries,onions,bomb",1,0,0,0
"It's not cheap but so worth it to try at least once. Haven't had this good of a pastrami on the West Coast. Pastrami sandwich is a must, but also recommend the pastrami fries - portions are huge so go hungry or make sure to share with a group!","good,pastrami,sandwich,fries,portions,group",1,0,0,0
"Best corned beef on rye in the city!  Service team is wonderful and very nice!  If you want to experience an authentic deli, this is the place to do so.","beef,rye,city,team,deli,place",1,0,1,0
"This place right here!!!! Loved loved loved. That pastrami sandwich was everything!!! The owner came by and introduced himself and our waiter Mr Kevin was GREAT!!! If in LA this is a must try, you will not be disappointed.  Bring lots of money cause it ain't cheap but so worth the price!","place,pastrami,sandwich,owner,waiter,lots,money,price",0,1,1,1
The best pastrami sandwich EVER. Both the #19 and the grilled version. Amazing food.,"pastrami,sandwich,version,food",1,0,0,0
Great service. Fantastic sandwiches. The quality and taste were there.,"service,sandwiches,quality,taste",0,1,0,0
"Loved the whole experience. The service was extremely helpful and friendly. Started with the creamed herring. The plate was filled with pickles, radishes, olives, and of course the creamed hearing. It also comes with rye bread, but since I ","experience,service,herring,plate,pickles,radishes,olives,course,hearing,bread",1,1,1,0
great place!!!,place,0,0,1,0
Excellent food and service,"food,service",1,1,0,0
There is nothing better on this planet than the food experience you will have at Langers if you love yourself,"planet,food,experience,langers",1,0,1,0
Five stars for the incredible organizations you have in your diner! I was so appreciative to your worker for serving my solicitation quickly. I was so amazed when I tasted the food since it was so tasty and delectable. I can say that your ,"stars,organizations,diner,worker,solicitation,food",1,0,0,0
"The food and administration at this eatery is remarkable. It was the best food I've at any point eaten. I'm certain I'll return to this spot. Additionally, the most secure spot to go on a couple of times.","food,administration,eatery,point,spot,couple,times",1,0,1,0
"Highly-rated restaurants in the area! I came here just a week ago to check out your bestselling recipes. With their food and service, I was so happy. I thanked the waiter for quickly serving my order. The place was so classy and romantic, and it impressed me. Five stars, people, for you! Highly suggested to everyone!","restaurants,area,week,recipes,food,service,waiter,order,place,stars,people",1,1,1,0
Best pastrami EVER! Therenis no equal tobthis place.,"pastrami,tobthis,place",0,0,1,0
"The hype is real, I've been to those places in New York., this place is awesome.  Comparing langer's to the ones in NYC is like comparing apples to oranges and you love them both.  Got the #19 and it deserves all the hype.  Dine in isn't open yet but they said it's opening June 15th.  Can't wait to go back and dine inside.","hype,places,langer,ones,apples,oranges,15th",0,0,1,0
Dang was this place good. At the time of this review my pastrami sandwich with Swiss cheese was ~22$ which was more expensive then other places. My bread didnt come toasted so make sure you ask if you want it toasted.,"place,time,review,pastrami,sandwich,cheese,places,bread",1,0,1,1
"it's really good. i rolled up on my bike, ordered a #19 and got it within 2-3 minutes. a little expensive (24$) but it was delicious","bike,minutes",0,0,0,1
"The food was delicious even though its a bit expensive, but its worth it with the view of the place while eating.","food,bit,worth,view,place",1,0,1,1
"Parking was easy and validated...The sandwiches are amazing we tried the Pastrami, Roast beef and Turkey Sandwiches all 5 stars the potato salad was just ok but im not big on it anyway. We drove a hour to get it.","parking,sandwiches,beef,stars,potato,salad,hour",1,0,0,0
"food, first-class and service is beyond great. The server turned into outstanding pleasant who also identified me even though I had been there twice prior to last night. He also provided one among my colleagues a vegan dish considering the ","food,class,service,server,pleasant,night,colleagues,vegan,dish",1,1,0,0
Amazing good food in the ghetto,"food,ghetto",1,0,0,0
"We went here while on vacation and honestly I was just kind of disappointed. The fries were alright, but had almost no seasoning. My boyfriend got the pastrami which was really good, but the crust on the bread was so hard, that part was ","vacation,fries,seasoning,boyfriend,pastrami,crust,bread",1,0,0,0
"It was Ok but 22 dollars for a Sandwich never again the pastrami tasted like corn beef, i could have gotten a better Sandwich for Half the cost somewhere else so not worth the price","dollars,pastrami,corn,beef,sandwich,cost,price",1,0,0,1
Very good staff very good,staff,0,1,0,0
"Yummy food, but they're prices were exorbant for a sandwich. I ordered a pastrami sandwich for $22! Fries nor a drink were included. I also ordered their potato salad which was a tad bit too sweet.","food,prices,sandwich,pastrami,fries,drink,potato,salad,tad,bit",1,0,0,1
"Poor food quality ,over price for dry pastrami","food,quality,price,pastrami",1,0,0,1
"This place has a dynamic pastrami sandwich with more expensive cuts of meat. Very delicious and filling. Very crowded and parking is not easy in this neck of the woods but the pastrami sandwich is worth the hassle. Thick cuts of pastrami, fat marbled on the edges...it is something out of this world.","place,pastrami,sandwich,cuts,meat,parking,neck,woods,hassle,fat,edges,world",0,0,1,1
"I HAD ORDERED THE NUMBER 88, WHICH IS A CORNED BEEF REUBEN AND WHEN I GOT HOME AND OPENED IT UP I SAW A SOGGY MESS. CURIOUSLY I OPEN THE SANDWICH TO FIND NO MORE THAN 9 PIECES OF CORNED BEEF ON MY $24 AND CHANGE SANDWICH. IT WAS A PILE OF ","number,corned,beef,curiously,sandwich,find,pieces,sandwich,pile",1,0,0,0
Very good but wildly expensive.  21.00 for a sandwich is just ridiculous,sandwich,0,0,0,1
"No gloves ,preparing the food yuk.","gloves,food",1,0,0,0
"I enjoyed a pastrami sandwich and fries from the beloved aged establishment. The staff is friendly, quick and efficient. I give Langers 3 stars due to the bread not being toasted, something I believe every classic pastrami sandwich should ","pastrami,sandwich,fries,establishment,staff,langers,stars,bread",1,1,0,0
Good service food is good driving around the neighborhood and trying to get a parking spot is a nightmare but that's not necessarily the restaurant's fault,"service,food,neighborhood,parking,spot,nightmare,restaurant,fault",1,1,1,0
"Unfortunately, the quality of my sandwich was not what I have been accustomed to. The normally lean Delicious pastrami meat had a lot of fat. I ended up only eating half of my sandwich. The fries were awesome though!","quality,sandwich,pastrami,meat,lot,fat,half,fries",1,0,0,0
"I love the diner feel of the booths in the restaurant. The sandwich arrives and the smells that come from it are heavenly. Its the best combination of bread, meat and cheese.","feel,booths,restaurant,sandwich,smells,combination,bread,meat,cheese",1,0,0,0
"They run a tight ship. Maximum anti-covid protocol keeping everyone safe. The food is delicious, best pastrami in town. However; it's very pricey, but you get what you pay for. Once we're all back in the restaurant the price won't be painless but the ambiance will be worth it.","ship,protocol,food,pastrami,town,restaurant,price,ambiance",1,0,1,1
Over priced pastrami...but is a landmark icon spot. In LA...more for out of towners to get charged LOL...,"pastrami,icon,spot,towners,lol",0,0,1,0
One of the finest restaurants I've had here in my cityNo long wait to see the arrival of the ordered food. Everything that I ordered tasted perfect and great compared to other restaurants I've been to before.I really enjoy dining in this kind of restaurant over and over again.,"restaurants,arrival,food,kind",1,0,0,0
"Unfortunately we had to stand outside and order, due to the pandemic. I learned they have curbside service as well. I decided to try the specialty, a hot pastrami sandwich. It was delicious! It was different from anything I've ever had as the pastrami was thick. Mustard and rye bread accentuated it. Highly recommend.","order,pandemic,service,specialty,pastrami,sandwich,rye,bread",1,1,0,0
"I'm looking forward to being a regular at this restaurant in the future! Today I received my large food order, and I was very pleased with the packaging, freshness, and consistency of my meals. The meal was absolutely delectable!!","restaurant,future,today,food,order,packaging,freshness,consistency,meals",1,0,0,0
Been coming here since 1976 when I asked. Them to make me a Ice Coffee they gave me a weird look lol love this place along with the marble cake,"look,lol,love,place,marble,cake",0,0,1,0
"Another comfortable and relaxed weekend dinner in this restaurant! The food was delicious, and we ordered the spicy garlic shrimp again, love it! I can tell that the staff here are very kind, accommodating, and knowledgeable. I will recommend this restaurant to all of my friends, and we will see you again soon.","weekend,dinner,restaurant,food,garlic,shrimp,staff,friends",1,1,0,0
"The store is spotless, and the layout is ideal for me. All I wanted, from fresh organic produce to food, drinks, and healthy snacks on the go, was easily accessible. We'll certainly come back, and I'll tell everyone I know about it!","store,layout,produce,food,drinks,snacks",1,0,0,0
"One of the best I've ever seen! The menu is extensive, and everyone can find something to their liking, from appetizers to desserts. The ambiance is fantastic, and the room is well-lit. You'll be shocked by how easily it transitions from an ","menu,liking,appetizers,desserts,ambiance,room",0,0,1,0
If you love great food especially French dip one of the oldest in LA,"food,dip",1,0,0,0
I  wont lie... the food is delicious but pricey... but i believe in paying for quality- so its all good. 4 & not 5 bcuz twice i had 2 different girls get impatient & get attitudes when i was making my phone orders. ,"food,bcuz,girls,attitudes,phone,orders",1,0,0,0
Food was great. Customer service was excellent,"food,customer,service",1,1,0,0
This is my first and certainly not my last time here. One of the most romantic dinner settings this place has. Thank you to my friend for recommending this restaurant to me.,"time,dinner,place,friend,restaurant",1,0,1,0
"Their people were very helpful, accommodating, and welcoming.  Your customer service was inexpensive and fantastic as well! You're highly recommended to all!","people,customer,service",0,1,0,1
"The food was delicious even though its a bit expensive, but its worth it with the view of the place while eating. I greatly loved the ambiance here. It was quiet, clean, and refreshing. Besides, I loved the staff so much. It was truly ","food,bit,worth,view,place,ambiance,staff",1,1,1,1
One of the finest restaurants I've had hereEverything that I ordered tasted perfect and great and the services was so fastThumbs up,"restaurants,hereeverything,services,fastthumbs",0,1,0,0
"Simply classic American. Roast beef and probably the most delicious pasterami sandwich that I could enjoy in my life, it was just so heavenly, I can recommend it to anyone who wants to have a good breakfast or ","roast,beef,pasterami,sandwich,life,breakfast",1,0,0,0
I was very disappointed. I have been looking for to going to this delicate test it for the past 3 years. I drove from Las Vegas to LA just to go eat at this place. Ended up ordering their most popular item. The pastrami Swiss cheese with ,"test,years,place,item,pastrami,cheese",0,0,1,0
